Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3866,Doors,Interior,Not Applicable,Low: <= 5307,1,3866,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4772,Doors,Interior,Not Applicable,Low: <= 5307,1,4772,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5437,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5437,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3649,Doors,Interior,Not Applicable,Low: <= 5307,1,3649,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6753,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6753,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3992,Doors,Interior,Not Applicable,Low: <= 5307,1,3992,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7342,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7342,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3814,Doors,Interior,Not Applicable,Low: <= 5307,1,3814,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6094,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6094,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7181,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7181,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4518,Doors,Balcony,Not Applicable,Low: <= 5307,1,4518,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4079,Doors,Interior,Not Applicable,Low: <= 5307,1,4079,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5979,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5979,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10561,Doors,Entrance,Not Applicable,High: > 9745,1,10561,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5714,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5714,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6740,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6740,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13234,Doors,Entrance,Not Applicable,High: > 9745,1,13234,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4368,Doors,Interior,Not Applicable,Low: <= 5307,1,4368,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4021,Doors,Interior,Not Applicable,Low: <= 5307,1,4021,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4553,Doors,Interior,Not Applicable,Low: <= 5307,1,4553,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3268,Doors,Interior,Not Applicable,Low: <= 5307,1,3268,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10474,Doors,Entrance,Not Applicable,High: > 9745,1,10474,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6794,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6794,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7124,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7124,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3443,Doors,Interior,Not Applicable,Low: <= 5307,1,3443,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6225,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6225,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3978,Doors,Interior,Not Applicable,Low: <= 5307,1,3978,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13005,Doors,Entrance,Not Applicable,High: > 9745,1,13005,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10612,Doors,Entrance,Not Applicable,High: > 9745,1,10612,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6076,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6076,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4793,Doors,Balcony,Not Applicable,Low: <= 5307,1,4793,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6069,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6069,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6762,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6762,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4560,Doors,Balcony,Not Applicable,Low: <= 5307,1,4560,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7390,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7390,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14497,Doors,Entrance,Not Applicable,High: > 9745,1,14497,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4118,Doors,Interior,Not Applicable,Low: <= 5307,1,4118,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5375,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5375,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13793,Doors,Entrance,Not Applicable,High: > 9745,1,13793,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14028,Doors,Entrance,Not Applicable,High: > 9745,1,14028,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4976,Doors,Balcony,Not Applicable,Low: <= 5307,1,4976,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3593,Doors,Interior,Not Applicable,Low: <= 5307,1,3593,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6150,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6150,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3398,Doors,Interior,Not Applicable,Low: <= 5307,1,3398,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6621,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6621,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3242,Doors,Interior,Not Applicable,Low: <= 5307,1,3242,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11896,Doors,Entrance,Not Applicable,High: > 9745,1,11896,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4900,Doors,Balcony,Not Applicable,Low: <= 5307,1,4900,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5602,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5602,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6959,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6959,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4601,Doors,Balcony,Not Applicable,Low: <= 5307,1,4601,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4068,Doors,Interior,Not Applicable,Low: <= 5307,1,4068,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5735,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5735,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5400,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5400,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5139,Doors,Balcony,Not Applicable,Low: <= 5307,1,5139,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13919,Doors,Entrance,Not Applicable,High: > 9745,1,13919,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4310,Doors,Interior,Not Applicable,Low: <= 5307,1,4310,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7271,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7271,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7421,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7421,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4377,Doors,Interior,Not Applicable,Low: <= 5307,1,4377,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6864,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6864,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4073,Doors,Interior,Not Applicable,Low: <= 5307,1,4073,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5105,Doors,Balcony,Not Applicable,Low: <= 5307,1,5105,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13880,Doors,Entrance,Not Applicable,High: > 9745,1,13880,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10217,Doors,Entrance,Not Applicable,High: > 9745,1,10217,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5484,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5484,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4818,Doors,Balcony,Not Applicable,Low: <= 5307,1,4818,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6111,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6111,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7449,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7449,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10848,Doors,Entrance,Not Applicable,High: > 9745,1,10848,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7487,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7487,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4543,Doors,Interior,Not Applicable,Low: <= 5307,1,4543,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6738,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6738,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4796,Doors,Interior,Not Applicable,Low: <= 5307,1,4796,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9874,Doors,Entrance,Not Applicable,High: > 9745,1,9874,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10023,Doors,Entrance,Not Applicable,High: > 9745,1,10023,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4331,Doors,Interior,Not Applicable,Low: <= 5307,1,4331,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7272,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7272,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4912,Doors,Balcony,Not Applicable,Low: <= 5307,1,4912,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12635,Doors,Entrance,Not Applicable,High: > 9745,1,12635,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4246,Doors,Interior,Not Applicable,Low: <= 5307,1,4246,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6487,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6487,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10462,Doors,Entrance,Not Applicable,High: > 9745,1,10462,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3902,Doors,Interior,Not Applicable,Low: <= 5307,1,3902,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5673,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5673,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5389,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5389,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5448,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5448,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5340,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5340,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5556,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5556,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9512,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9512,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3999,Doors,Interior,Not Applicable,Low: <= 5307,1,3999,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9506,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9506,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5507,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5507,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13694,Doors,Entrance,Not Applicable,High: > 9745,1,13694,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11863,Doors,Entrance,Not Applicable,High: > 9745,1,11863,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5539,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5539,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13615,Doors,Entrance,Not Applicable,High: > 9745,1,13615,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5402,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5402,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7360,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7360,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9769,Doors,Entrance,Not Applicable,High: > 9745,1,9769,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5188,Doors,Interior,Not Applicable,Low: <= 5307,1,5188,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4710,Doors,Interior,Not Applicable,Low: <= 5307,1,4710,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3823,Doors,Interior,Not Applicable,Low: <= 5307,1,3823,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6123,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6123,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3974,Doors,Interior,Not Applicable,Low: <= 5307,1,3974,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5936,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5936,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10554,Doors,Entrance,Not Applicable,High: > 9745,1,10554,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5519,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5519,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4523,Doors,Interior,Not Applicable,Low: <= 5307,1,4523,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12016,Doors,Entrance,Not Applicable,High: > 9745,1,12016,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11224,Doors,Entrance,Not Applicable,High: > 9745,1,11224,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4260,Doors,Interior,Not Applicable,Low: <= 5307,1,4260,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5187,Doors,Balcony,Not Applicable,Low: <= 5307,1,5187,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5745,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5745,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4990,Doors,Balcony,Not Applicable,Low: <= 5307,1,4990,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5786,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5786,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13930,Doors,Entrance,Not Applicable,High: > 9745,1,13930,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12889,Doors,Entrance,Not Applicable,High: > 9745,1,12889,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5433,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5433,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11745,Doors,Entrance,Not Applicable,High: > 9745,1,11745,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5117,Doors,Balcony,Not Applicable,Low: <= 5307,1,5117,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5252,Doors,Interior,Not Applicable,Low: <= 5307,1,5252,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7099,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7099,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14107,Doors,Entrance,Not Applicable,High: > 9745,1,14107,Doors
