Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Ceilings_Quality,Doors_Quality,Electrical_Basic_Quality,Electrical_Finishing_Quality,Flooring_Quality,Paints_Quality,Plumbing_Quality,Sanitary_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Total_Finishing_Cost_EGP
50.0,1,1,1,0,1,High,Medium,High,Medium,High,High,Medium,High,High,0,1,1,PVC Pipes,121207.79
146.2,4,1,1,2,1,Medium,Medium,Medium,Medium,High,High,Medium,Medium,Medium,1,1,0,PVC Pipes,291249.65
171.0,4,1,1,1,1,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,0,0,1,PVC Pipes,311616.22
162.6,4,1,1,1,1,High,Medium,High,High,High,Medium,High,Medium,High,1,1,1,PVC Pipes,365672.9
64.4,2,1,1,0,1,Medium,Low,Medium,High,Medium,High,Medium,Medium,Medium,1,1,0,PVC Pipes,146648.02
103.5,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,1,1,0,PVC Pipes,213805.84
156.9,4,1,1,1,1,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,312878.21
50.0,1,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,1,0,1,PVC Pipes,138632.25
122.5,3,1,1,3,1,Medium,Medium,High,Medium,Low,High,High,Medium,Medium,1,0,0,PVC Pipes,280862.56
118.9,3,2,1,3,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,219417.12
116.0,3,2,1,3,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,High,1,1,0,PPR Pipes,273406.31
125.4,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,274863.56
76.9,2,1,1,1,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,187907.68
74.8,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,150382.95
128.4,3,1,1,2,1,High,High,Medium,Medium,High,High,High,Medium,High,1,0,1,PVC Pipes,289251.78
90.1,2,1,1,0,1,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,0,0,1,PVC Pipes,174507.32
102.8,2,1,1,1,1,High,High,High,Medium,High,High,Medium,High,High,1,1,1,PVC Pipes,229188.56
90.8,3,2,1,1,1,High,Medium,High,High,Medium,High,High,High,High,1,0,1,PVC Pipes,246373.71
125.2,3,2,1,0,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,1,0,0,PVC Pipes,270718.1
116.4,3,2,1,2,1,Low,Medium,Low,Low,Low,Medium,Low,Low,Medium,1,0,0,PPR Pipes,248161.15
93.7,2,1,1,0,1,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,207765.7
80.1,2,1,1,1,1,Low,Low,Low,Medium,Medium,Medium,Medium,Low,Low,0,0,0,PPR Pipes,145030.73
167.0,4,1,1,3,1,Medium,Medium,Medium,Low,High,Medium,High,Medium,High,0,1,1,PVC Pipes,303568.26
56.0,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,1,0,0,PPR Pipes,141833.44
71.4,1,1,1,0,1,Medium,Low,High,Medium,Low,High,High,Medium,Medium,1,0,1,PVC Pipes,158654.75
190.6,5,2,1,2,2,Low,Low,Medium,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,348649.6
222.1,5,3,1,1,1,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,403386.03
128.1,3,2,1,3,1,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,High,1,1,1,PVC Pipes,293629.99
129.2,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,0,0,1,PVC Pipes,248510.21
97.3,2,1,1,1,1,Medium,Low,Low,Medium,Medium,Medium,High,Medium,Medium,0,1,0,PVC Pipes,187066.34
177.6,4,1,1,0,1,Medium,Low,High,Medium,Low,High,Low,Medium,Low,0,1,0,PVC Pipes,261536.26
129.1,3,2,1,0,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,299495.65
151.8,4,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,263767.73
119.8,3,2,1,2,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,284522.49
138.4,3,1,1,2,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,312744.75
63.9,2,1,1,2,1,Medium,High,Medium,Medium,Low,Medium,Medium,Low,High,1,1,1,PPR Pipes,181656.44
82.9,2,1,1,1,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,183785.52
87.7,2,1,1,1,1,High,Medium,High,High,Medium,Medium,Medium,High,High,0,1,1,PVC Pipes,172811.42
145.1,4,2,1,2,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,312121.45
122.4,3,2,1,1,1,High,High,High,High,Medium,High,High,Medium,Medium,1,1,1,PVC Pipes,308733.28
155.2,4,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,1,1,0,PVC Pipes,324339.49
150.6,4,1,1,3,1,Medium,Medium,Medium,High,Low,Low,Low,Low,Medium,1,0,1,PPR Pipes,315257.76
79.1,2,1,1,1,1,Medium,High,Low,Low,Medium,High,Medium,Low,High,0,0,0,PPR Pipes,148332.71
119.2,3,2,1,2,1,Low,Low,Low,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,227857.94
170.5,4,2,1,2,1,Low,Medium,Medium,Low,Medium,Low,Low,Medium,Low,0,1,0,PVC Pipes,292291.57
81.6,2,1,1,0,1,Low,Medium,Medium,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,152830.72
155.0,4,2,1,2,1,High,High,High,High,High,High,High,Medium,Medium,1,1,1,PVC Pipes,357121.99
208.9,5,3,1,3,2,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,359494.88
146.1,4,2,1,1,1,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,312150.65
145.6,4,2,1,1,1,High,Medium,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,359831.97
109.3,3,2,1,0,1,High,High,High,High,Medium,High,High,Medium,High,1,1,1,PVC Pipes,273401.99
170.1,4,2,1,2,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,400746.21
64.1,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,128994.37
97.4,2,1,1,1,1,Medium,Low,High,Medium,High,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,182078.21
191.1,4,2,1,0,2,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,High,0,0,1,PPR Pipes,325523.57
121.4,3,2,1,1,1,High,High,Medium,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,293306.33
79.3,2,1,1,0,1,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,Low,1,0,0,PVC Pipes,156330.78
166.3,4,2,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,1,1,0,PVC Pipes,358299.16
50.0,1,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,0,1,1,PVC Pipes,113571.17
197.6,5,2,1,2,1,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,333550.57
121.5,3,2,1,2,1,Medium,Medium,Medium,Medium,High,Low,Medium,Low,Medium,0,0,1,PPR Pipes,242054.71
214.4,5,3,1,3,2,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,381873.07
129.8,3,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,222894.95
162.2,4,2,1,2,1,High,High,Medium,High,High,Medium,High,Medium,High,1,1,0,PVC Pipes,365151.88
107.0,3,1,1,2,1,Low,Low,Medium,Low,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,200707.82
83.4,2,1,1,1,1,High,High,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,207630.77
135.4,3,2,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,257662.27
59.2,2,1,1,1,1,High,High,Medium,Medium,High,High,High,High,High,1,1,1,PVC Pipes,164475.46
132.9,3,2,1,3,1,High,High,High,Medium,Medium,High,High,High,Medium,1,0,0,PVC Pipes,318548.85
128.0,3,2,1,1,1,Low,Medium,Low,Low,Medium,Medium,Medium,Low,Low,1,0,0,PPR Pipes,256453.7
145.1,4,2,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,1,0,PVC Pipes,259436.84
155.2,4,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,0,1,1,PPR Pipes,313494.55
76.7,2,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,1,1,0,PVC Pipes,179361.35
160.1,4,2,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,266746.36
120.2,3,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,0,1,0,PVC Pipes,218749.93
107.9,3,2,1,1,1,Medium,Medium,Medium,Low,Low,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,229695.1
78.1,2,1,1,0,1,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,Low,1,0,1,PVC Pipes,169680.22
168.5,4,2,1,1,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,376680.8
102.9,3,2,1,0,1,High,Medium,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,242277.21
123.4,3,1,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,221105.84
159.4,4,1,1,1,1,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,283286.32
74.0,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,141813.13
122.0,3,2,1,1,1,High,High,High,High,High,High,High,Medium,High,1,0,1,PVC Pipes,292944.27
85.5,2,1,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,159942.45
115.0,3,2,1,2,1,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,230749.99
121.4,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,251520.63
153.5,4,1,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,316610.99
143.6,4,1,1,2,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,335331.08
126.5,3,2,1,2,1,High,High,High,High,High,High,Medium,Medium,Medium,1,1,1,PVC Pipes,289637.57
101.5,3,2,1,1,1,Medium,High,High,Medium,Medium,Medium,Medium,Low,Medium,1,0,1,PPR Pipes,255260.09
118.2,3,2,1,3,1,High,High,High,High,High,High,High,Medium,Medium,0,1,0,PVC Pipes,256062.12
125.1,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,223870.41
134.7,3,2,1,1,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,1,PPR Pipes,229612.06
166.2,4,1,1,1,1,High,High,High,Medium,Medium,Medium,High,Medium,High,1,1,1,PVC Pipes,369720.78
133.0,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Low,Medium,1,1,0,PPR Pipes,249165.13
118.9,3,2,1,1,1,High,High,High,High,High,High,High,High,Medium,0,1,1,PVC Pipes,267749.33
119.8,3,2,1,2,1,High,Medium,High,Medium,High,High,High,High,Medium,1,1,1,PVC Pipes,287153.77
65.2,2,1,1,1,1,High,High,High,Medium,High,High,High,High,High,1,0,1,PVC Pipes,182709.78
80.0,2,1,1,1,1,High,High,High,Medium,Medium,High,Medium,High,High,1,1,1,PVC Pipes,194964.24
82.2,2,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,153315.33
83.2,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,175733.54
121.5,3,1,1,2,1,Low,Low,Low,Medium,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,218634.41
161.6,4,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,277744.21
93.5,2,1,1,1,1,High,High,Medium,Medium,High,Medium,High,Medium,High,1,0,1,PVC Pipes,224809.46
81.8,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,151371.57
54.7,1,1,1,0,1,High,Medium,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,139667.17
91.3,2,1,1,0,1,High,Medium,High,High,High,High,High,Medium,Medium,1,0,1,PVC Pipes,194336.13
127.0,3,1,1,1,1,High,High,Medium,High,High,Medium,High,Medium,Medium,1,1,0,PVC Pipes,276739.33
157.2,4,2,1,2,1,High,Medium,Medium,High,Medium,High,Medium,Medium,High,1,1,1,PVC Pipes,339426.48
198.8,5,3,1,3,2,High,High,Medium,High,High,High,Medium,High,Medium,0,1,1,PVC Pipes,408571.85
100.3,2,1,1,2,1,Medium,Medium,Medium,Medium,High,High,Low,Low,High,1,1,0,PPR Pipes,213378.61
80.1,2,1,1,1,1,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,162219.13
128.0,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,0,0,1,PVC Pipes,242241.85
90.1,2,1,1,2,1,High,High,High,Medium,High,High,High,High,High,1,0,0,PVC Pipes,204343.54
82.8,2,1,1,1,1,Medium,Medium,High,Medium,Medium,Low,Medium,Low,Medium,0,0,0,PPR Pipes,167379.72
102.4,2,1,1,2,1,High,High,High,Medium,Medium,High,Medium,Medium,High,1,1,1,PVC Pipes,241514.87
161.9,4,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,1,1,1,PVC Pipes,335481.92
75.4,2,1,1,1,1,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,0,0,1,PVC Pipes,161159.61
98.2,3,2,1,0,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,192541.92
67.9,1,1,1,1,1,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Medium,0,1,0,PVC Pipes,133678.99
171.6,4,1,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Medium,Low,0,1,0,PVC Pipes,276712.76
157.4,4,1,1,2,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,0,0,1,PPR Pipes,281061.28
128.1,3,2,1,1,1,High,High,High,Medium,Medium,Medium,High,High,High,0,1,1,PVC Pipes,266457.53
126.8,3,2,1,1,1,High,High,Medium,High,High,Medium,Medium,High,Medium,1,1,1,PVC Pipes,278811.39
79.3,2,1,1,1,1,High,High,High,High,High,Medium,High,Medium,Medium,1,1,1,PVC Pipes,191764.64
60.6,1,1,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,1,0,1,PPR Pipes,128740.53
150.4,4,2,1,1,1,High,High,High,Medium,High,Medium,High,Medium,High,1,1,0,PVC Pipes,348992.89
137.7,3,2,1,2,1,High,High,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,334007.23
106.7,3,2,1,0,1,Medium,High,Medium,Low,Medium,Low,Medium,Medium,High,1,0,0,PVC Pipes,247823.94
103.3,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,1,1,0,PVC Pipes,224106.29
217.1,5,2,1,3,1,Low,Medium,Low,Low,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,381513.3
207.0,5,2,1,3,1,High,High,High,High,High,High,High,Medium,Medium,0,1,1,PVC Pipes,410462.4
94.5,2,1,1,0,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,179702.26
78.5,2,1,1,0,1,Medium,High,Medium,Medium,Medium,Medium,High,Medium,Medium,0,0,0,PVC Pipes,155957.88
88.9,2,1,1,0,1,Medium,Medium,Medium,Low,Medium,Medium,Low,Low,Medium,0,1,1,PPR Pipes,160990.92
113.6,3,1,1,1,1,High,High,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,251133.79
121.2,3,2,1,2,1,Low,Medium,Medium,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,225486.85
50.0,1,1,1,0,1,High,High,High,High,High,High,High,High,High,0,1,1,PVC Pipes,117118.36
81.9,2,1,1,0,1,Low,Medium,Low,Medium,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,146588.22
125.1,3,1,1,0,1,High,High,High,High,High,Medium,Medium,High,High,1,1,1,PVC Pipes,271237.48
96.2,2,1,1,2,1,Low,Medium,Low,Medium,Medium,Low,Low,Low,Low,0,0,1,PPR Pipes,173981.98
91.4,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,0,0,1,PVC Pipes,185523.72
113.3,3,2,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Low,Low,Medium,0,1,0,PPR Pipes,212412.82
81.6,2,1,1,0,1,Low,Low,Medium,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,149576.96
91.3,2,1,1,1,1,High,Medium,High,High,Medium,High,High,Medium,High,1,1,1,PVC Pipes,217620.99
121.4,3,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,269141.5
126.8,3,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Low,0,0,1,PVC Pipes,226554.18
165.6,4,1,1,2,1,Medium,High,Medium,Medium,Medium,Medium,High,Medium,Medium,0,0,1,PVC Pipes,314908.76
78.5,2,1,1,0,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,168019.99
125.3,3,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,0,1,PVC Pipes,206300.88
58.3,1,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,139429.85
146.4,4,2,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,250932.28
131.9,3,2,1,0,1,High,High,Medium,High,High,High,Medium,Medium,High,1,0,1,PVC Pipes,298919.53
101.9,3,1,1,2,1,Medium,High,Medium,Medium,High,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,214511.23
124.6,3,2,1,2,1,Low,Low,Low,Low,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,227572.7
155.1,4,2,1,2,1,High,High,Medium,Medium,High,High,High,High,High,0,1,0,PVC Pipes,314436.43
159.8,4,2,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,303273.29
67.0,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,0,1,0,PVC Pipes,141299.0
81.7,2,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Low,Low,High,0,1,0,PPR Pipes,155023.9
82.7,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,0,0,0,PVC Pipes,160753.54
122.1,3,2,1,1,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Medium,0,0,0,PPR Pipes,227778.04
67.0,2,1,1,1,1,High,High,High,High,Medium,High,High,Medium,High,1,1,1,PVC Pipes,181617.58
97.8,2,1,1,0,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,181730.76
173.5,4,2,1,1,1,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,319272.74
129.0,3,2,1,0,1,Low,Medium,Medium,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,239031.73
146.7,4,2,1,2,1,High,High,High,High,High,High,High,Medium,Medium,1,1,1,PVC Pipes,353071.4
136.6,3,1,1,2,1,Low,Low,Low,Low,Low,Medium,Medium,Low,Low,1,0,0,PPR Pipes,254618.16
76.3,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,0,1,0,PVC Pipes,155556.56
121.3,3,2,1,0,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,222853.15
157.9,4,2,1,1,1,Low,Low,Medium,Medium,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,286104.09
107.7,3,2,1,0,1,High,High,Medium,High,High,High,Medium,High,Medium,1,1,1,PVC Pipes,263571.8
128.5,3,2,1,2,1,Medium,High,Medium,Medium,High,High,Low,Medium,Medium,0,0,1,PVC Pipes,262148.37
135.7,3,2,1,1,1,High,High,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,316307.01
118.1,3,1,1,1,1,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,1,1,0,PVC Pipes,260612.23
173.2,4,2,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,PPR Pipes,326934.5
89.2,2,1,1,1,1,Medium,Medium,Medium,Low,Low,High,Medium,Medium,Low,0,0,0,PVC Pipes,170318.86
87.4,2,1,1,1,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,206853.37
115.7,3,2,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,1,0,0,PVC Pipes,257576.61
78.6,2,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,153088.71
132.3,3,1,1,0,1,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,226946.37
181.4,5,2,1,3,2,High,Medium,High,Medium,High,High,Medium,High,Medium,1,1,1,PVC Pipes,399917.18
121.7,4,2,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,234920.85
139.7,3,2,1,2,1,Low,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,1,0,0,PVC Pipes,281366.6
196.9,5,3,1,3,1,Medium,High,Medium,Medium,Medium,Medium,High,Medium,Medium,0,1,1,PVC Pipes,424735.96
120.8,3,1,1,1,1,Low,Medium,Medium,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,205031.16
154.1,4,1,1,2,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,330913.33
69.4,2,1,1,1,1,High,High,High,High,High,High,High,High,Medium,1,1,1,PVC Pipes,174615.59
111.1,3,2,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,197467.65
126.7,3,1,1,3,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,227178.32
151.1,4,1,1,1,1,Medium,Low,Low,Medium,Medium,Low,Low,Medium,High,1,0,1,PVC Pipes,289695.69
159.6,4,2,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,273124.14
120.8,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,215610.76
120.9,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Low,Medium,0,0,0,PPR Pipes,234802.27
79.7,2,1,1,0,1,High,Medium,High,High,High,Medium,High,Medium,Medium,1,1,1,PVC Pipes,190270.37
63.8,1,1,1,1,1,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,0,0,0,PVC Pipes,124143.22
62.2,1,1,1,1,1,Low,Low,Low,Low,Medium,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,114416.91
98.8,3,2,1,1,1,Medium,Low,Medium,High,Low,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,233095.39
129.0,3,2,1,1,1,Medium,Medium,Low,High,Low,Medium,Low,High,High,0,1,1,PVC Pipes,245344.87
119.9,3,2,1,3,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,0,0,PVC Pipes,280457.73
81.3,2,1,1,0,1,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,0,0,1,PVC Pipes,157694.09
90.5,2,1,1,0,1,High,High,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,223199.17
80.0,2,1,1,0,1,High,High,High,High,High,High,Medium,High,High,1,1,1,PVC Pipes,188590.29
113.8,3,2,1,1,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,219790.93
131.2,4,2,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,244068.61
144.7,4,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,High,High,Medium,0,1,0,PVC Pipes,263997.54
121.6,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,1,1,0,PVC Pipes,271032.53
101.2,2,1,1,1,1,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,176264.95
121.5,3,2,1,1,1,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,0,0,1,PVC Pipes,248261.73
146.1,4,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,1,1,1,PVC Pipes,314025.17
113.5,3,2,1,1,1,Low,Medium,Low,Medium,Low,Low,Medium,Low,Low,1,0,1,PPR Pipes,263798.66
96.2,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,0,1,0,PVC Pipes,182996.59
109.5,3,2,1,1,1,High,High,High,High,High,High,Medium,High,High,0,1,0,PVC Pipes,225863.08
82.9,2,1,1,1,1,Medium,Medium,Low,Medium,Low,Low,Low,High,Low,0,0,0,PVC Pipes,144253.16
134.8,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,1,1,1,PVC Pipes,238856.61
128.8,3,2,1,2,1,Medium,Medium,Medium,Low,Low,High,Medium,Medium,Medium,0,1,0,PVC Pipes,258992.26
83.2,2,1,1,1,1,Medium,Medium,Medium,High,Medium,High,Low,Medium,Medium,0,0,1,PVC Pipes,156349.9
146.8,4,2,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,273926.36
98.2,2,1,1,2,1,High,High,Medium,High,High,High,Medium,Medium,High,1,1,1,PVC Pipes,234065.23
135.0,3,2,1,0,1,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,1,0,0,PVC Pipes,277490.23
101.6,3,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,196935.38
69.1,2,1,1,2,1,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,172684.1
101.5,2,1,1,2,1,Medium,Medium,Low,High,Low,Low,Medium,Medium,Medium,1,0,0,PVC Pipes,211942.71
